Chr,Start,End,Protein
7,759725,759744,Fkh1
7,762409,762428,Fkh1
7,762916,762938,Fkh1
7,763919,763938,Fkh1
7,765903,765922,Fkh1
7,767262,767284,Fkh1
7,768513,768532,Fkh1
7,770340,770359,Fkh1
7,772395,772417,Fkh1
7,773027,773046,Fkh1
7,775170,775189,Fkh1
7,776873,776895,Fkh1
7,777342,777364,Fkh1
7,782451,782473,Fkh1
7,785971,785990,Fkh1
7,788202,788221,Fkh1
7,790505,790524,Fkh1
7,794709,794731,Fkh1
7,795781,795803,Fkh1
7,797940,797962,Fkh1
7,800279,800301,Fkh1
7,803035,803054,Fkh1
7,803290,803312,Fkh1
7,803749,803768,Fkh1
7,804045,804067,Fkh1
7,809889,809911,Fkh1
7,810135,810157,Fkh1
7,813139,813158,Fkh1
7,813470,813489,Fkh1
7,824973,824995,Fkh1
7,827248,827267,Fkh1
7,830412,830431,Fkh1
7,842576,842595,Fkh1
7,844735,844754,Fkh1
7,847132,847151,Fkh1
7,849774,849796,Fkh1
7,850327,850349,Fkh1
7,851403,851425,Fkh1
7,852545,852567,Fkh1
7,853108,853130,Fkh1
7,853531,853553,Fkh1
7,854993,855012,Fkh1
7,856679,856701,Fkh1
7,857187,857206,Fkh1
7,858316,858338,Fkh1
7,859123,859145,Fkh1
7,862857,862879,Fkh1
7,864329,864351,Fkh1
7,864885,864907,Fkh1
7,865162,865184,Fkh1
7,869290,869312,Fkh1
7,869460,869479,Fkh1
7,873537,873559,Fkh1
7,880880,880899,Fkh1
7,883810,883829,Fkh1
7,886453,886475,Fkh1
7,886614,886633,Fkh1
7,887893,887915,Fkh1
7,888481,888500,Fkh1
7,889009,889031,Fkh1
7,891755,891777,Fkh1
7,891756,891775,Fkh1
7,892324,892346,Fkh1
7,892896,892918,Fkh1
7,893251,893270,Fkh1
7,896189,896211,Fkh1
7,897486,897505,Fkh1
7,899823,899842,Fkh1
7,901598,901620,Fkh1
7,901796,901815,Fkh1
7,908179,908198,Fkh1
7,909788,909810,Fkh1
7,914244,914263,Fkh1
7,918488,918507,Fkh1
7,919221,919243,Fkh1
7,922101,922123,Fkh1
7,927525,927544,Fkh1
7,928044,928063,Fkh1
7,929589,929608,Fkh1
7,930007,930026,Fkh1
7,930927,930949,Fkh1
7,931164,931183,Fkh1
7,936251,936273,Fkh1
7,937425,937447,Fkh1
7,938008,938030,Fkh1
7,942429,942448,Fkh1
7,942856,942878,Fkh1
7,942922,942944,Fkh1
7,944224,944246,Fkh1
7,945732,945754,Fkh1
7,949852,949874,Fkh1
7,953336,953358,Fkh1
7,957482,957504,Fkh1
7,959257,959279,Fkh1
7,961227,961249,Fkh1
7,961579,961601,Fkh1
7,962636,962658,Fkh1
7,963368,963390,Fkh1
7,963445,963467,Fkh1
7,963530,963552,Fkh1
7,965397,965419,Fkh1
7,965943,965962,Fkh1
7,969121,969140,Fkh1
7,972805,972827,Fkh1
7,973869,973888,Fkh1
7,974107,974129,Fkh1
7,974115,974134,Fkh1
7,975180,975202,Fkh1
7,975349,975368,Fkh1
7,975691,975713,Fkh1
7,976402,976421,Fkh1
7,976835,976857,Fkh1
7,976846,976868,Fkh1
7,976848,976867,Fkh1
7,978011,978033,Fkh1
7,978321,978343,Fkh1
7,978430,978452,Fkh1
7,979831,979850,Fkh1
7,979862,979884,Fkh1
7,985166,985188,Fkh1
7,989154,989176,Fkh1
7,990937,990956,Fkh1
7,992905,992927,Fkh1
7,994833,994852,Fkh1
7,995107,995126,Fkh1
7,996087,996109,Fkh1
7,1000163,1000185,Fkh1
7,1003128,1003150,Fkh1
7,1011049,1011071,Fkh1
7,1012197,1012219,Fkh1
7,1014200,1014219,Fkh1
7,1014219,1014238,Fkh1
7,1018523,1018545,Fkh1
7,1019671,1019690,Fkh1
7,1020492,1020514,Fkh1
7,1024043,1024065,Fkh1
7,1025497,1025516,Fkh1
7,1026401,1026423,Fkh1
7,1027590,1027612,Fkh1
7,1027593,1027615,Fkh1
7,1028433,1028455,Fkh1
7,1029273,1029292,Fkh1
7,1029705,1029724,Fkh1
7,1032665,1032684,Fkh1
7,1037108,1037130,Fkh1
7,1048260,1048282,Fkh1
7,1050911,1050933,Fkh1
7,1051857,1051876,Fkh1
7,1051874,1051896,Fkh1
7,1052369,1052391,Fkh1
7,1054663,1054685,Fkh1
7,1055900,1055919,Fkh1
7,1056023,1056042,Fkh1
7,1058153,1058175,Fkh1
7,1059728,1059747,Fkh1
7,1060859,1060878,Fkh1
7,1060893,1060915,Fkh1
7,1061033,1061055,Fkh1
7,1061155,1061177,Fkh1
7,1061603,1061622,Fkh1
7,1068287,1068306,Fkh1
7,1069608,1069630,Fkh1
7,1069965,1069984,Fkh1
7,1075713,1075732,Fkh1
7,1077118,1077137,Fkh1
7,1082006,1082025,Fkh1
7,1082598,1082620,Fkh1
7,1084089,1084108,Fkh1
7,1085118,1085137,Fkh1
7,1090773,1090792,Fkh1
8,244,263,Fkh1
8,4608,4627,Fkh1
8,5723,5742,Fkh1
8,6510,6532,Fkh1
8,7105,7124,Fkh1
8,9330,9349,Fkh1
8,18595,18617,Fkh1
8,18958,18980,Fkh1
8,19844,19863,Fkh1
8,19965,19987,Fkh1
8,24454,24476,Fkh1
8,27234,27253,Fkh1
8,28230,28249,Fkh1
8,28951,28970,Fkh1
8,29847,29866,Fkh1
8,36112,36131,Fkh1
8,38817,38839,Fkh1
8,38855,38877,Fkh1
8,40085,40107,Fkh1
8,40993,41015,Fkh1
8,41071,41093,Fkh1
8,41942,41961,Fkh1
8,43361,43380,Fkh1
8,45746,45765,Fkh1
8,48209,48231,Fkh1
8,48238,48260,Fkh1
8,48249,48271,Fkh1
8,48697,48716,Fkh1
8,55300,55319,Fkh1
8,56138,56157,Fkh1
8,57136,57158,Fkh1
8,60882,60904,Fkh1
8,60939,60961,Fkh1
8,61717,61739,Fkh1
8,61897,61919,Fkh1
8,67509,67528,Fkh1
8,68926,68945,Fkh1
8,72263,72285,Fkh1
8,72266,72288,Fkh1
8,75170,75189,Fkh1
8,75383,75402,Fkh1
8,76037,76059,Fkh1
8,77196,77218,Fkh1
8,80862,80884,Fkh1
8,81850,81872,Fkh1
8,85050,85072,Fkh1
8,85133,85152,Fkh1
8,86229,86248,Fkh1
8,87039,87061,Fkh1
8,87288,87310,Fkh1
8,88323,88345,Fkh1
8,89592,89614,Fkh1
8,90335,90354,Fkh1
8,92506,92525,Fkh1
8,95118,95137,Fkh1
8,105181,105200,Fkh1
8,105488,105507,Fkh1
8,105954,105973,Fkh1
8,106805,106827,Fkh1
8,107751,107773,Fkh1
8,114953,114975,Fkh1
8,115844,115866,Fkh1
8,116340,116362,Fkh1
8,121628,121647,Fkh1
8,122385,122407,Fkh1
8,124656,124678,Fkh1
8,127558,127577,Fkh1
8,129477,129499,Fkh1
8,132588,132610,Fkh1
8,135304,135323,Fkh1
8,135810,135829,Fkh1
8,136783,136802,Fkh1
8,138095,138117,Fkh1
8,138464,138486,Fkh1
8,139228,139247,Fkh1
8,140321,140340,Fkh1
8,143282,143304,Fkh1
8,146219,146241,Fkh1
8,151181,151203,Fkh1
8,151515,151537,Fkh1
8,151532,151551,Fkh1
8,151624,151646,Fkh1
8,154440,154462,Fkh1
8,156780,156802,Fkh1
8,157886,157905,Fkh1
8,162166,162185,Fkh1
8,163175,163197,Fkh1
8,163779,163798,Fkh1
8,171780,171802,Fkh1
8,173037,173056,Fkh1
8,173195,173217,Fkh1
8,176921,176943,Fkh1
8,185267,185286,Fkh1
8,185882,185901,Fkh1
8,187680,187699,Fkh1
8,193380,193402,Fkh1
8,193475,193497,Fkh1
8,194054,194073,Fkh1
8,197930,197949,Fkh1
8,203104,203126,Fkh1
8,204402,204424,Fkh1
8,206086,206105,Fkh1
8,208754,208776,Fkh1
8,209562,209581,Fkh1
8,210424,210443,Fkh1
8,218838,218860,Fkh1
8,218839,218858,Fkh1
8,219958,219977,Fkh1
8,220983,221005,Fkh1
8,222521,222540,Fkh1
8,222747,222769,Fkh1
8,224380,224399,Fkh1
8,224886,224908,Fkh1
8,235748,235770,Fkh1
8,236607,236629,Fkh1
8,237829,237848,Fkh1
8,240424,240446,Fkh1
8,246009,246031,Fkh1
8,246718,246737,Fkh1
8,247869,247891,Fkh1
8,248345,248367,Fkh1
8,248451,248473,Fkh1
8,251029,251048,Fkh1
8,252251,252270,Fkh1
8,257098,257120,Fkh1
8,257529,257548,Fkh1
8,257944,257963,Fkh1
8,261856,261878,Fkh1
8,264263,264285,Fkh1
8,264362,264384,Fkh1
8,266142,266164,Fkh1
8,270234,270256,Fkh1
8,271595,271617,Fkh1
8,276422,276444,Fkh1
8,276714,276733,Fkh1
8,276741,276760,Fkh1
8,277877,277896,Fkh1
8,278154,278173,Fkh1
8,280601,280623,Fkh1
8,284667,284686,Fkh1
8,285346,285368,Fkh1
8,287433,287455,Fkh1
8,288042,288061,Fkh1
8,289493,289515,Fkh1
8,292876,292895,Fkh1
8,294099,294118,Fkh1
8,295202,295224,Fkh1
8,296727,296746,Fkh1
8,297344,297366,Fkh1
8,299073,299095,Fkh1
8,301666,301688,Fkh1
8,304726,304748,Fkh1
8,305953,305972,Fkh1
8,312653,312672,Fkh1
8,313354,313373,Fkh1
8,313388,313407,Fkh1
8,314270,314292,Fkh1
8,314921,314943,Fkh1
8,315284,315306,Fkh1
8,316892,316914,Fkh1
8,317329,317351,Fkh1
8,317809,317828,Fkh1
8,318534,318556,Fkh1
8,318684,318706,Fkh1
8,320018,320040,Fkh1
8,320116,320135,Fkh1
8,321153,321175,Fkh1
8,321565,321587,Fkh1
8,325796,325818,Fkh1
8,326641,326663,Fkh1
8,328241,328263,Fkh1
8,328721,328740,Fkh1
8,329390,329412,Fkh1
8,334713,334732,Fkh1
8,334928,334950,Fkh1
8,342246,342265,Fkh1
8,345732,345751,Fkh1
8,346301,346320,Fkh1
8,353380,353399,Fkh1
8,354072,354094,Fkh1
8,355444,355463,Fkh1
8,355506,355525,Fkh1
8,360398,360417,Fkh1
8,361726,361748,Fkh1
8,363517,363539,Fkh1
8,365124,365143,Fkh1
8,368294,368316,Fkh1
8,369810,369829,Fkh1
8,370001,370020,Fkh1
8,370598,370617,Fkh1
8,371434,371453,Fkh1
8,372792,372814,Fkh1
8,373205,373224,Fkh1
8,374422,374444,Fkh1
8,374494,374516,Fkh1
8,374552,374574,Fkh1
8,374960,374982,Fkh1
8,375488,375510,Fkh1
8,375653,375672,Fkh1
8,375728,375747,Fkh1
8,378101,378123,Fkh1
8,380641,380663,Fkh1
8,382164,382183,Fkh1
8,382827,382846,Fkh1
8,384736,384755,Fkh1
8,384878,384897,Fkh1
8,384900,384919,Fkh1
8,385610,385629,Fkh1
8,386597,386619,Fkh1
8,390181,390200,Fkh1
8,391134,391156,Fkh1
8,396184,396206,Fkh1
8,403738,403760,Fkh1
8,408934,408953,Fkh1
8,415586,415608,Fkh1
8,416417,416436,Fkh1
8,419272,419294,Fkh1
8,419708,419727,Fkh1
8,421580,421602,Fkh1
8,424301,424323,Fkh1
8,426666,426685,Fkh1
8,428916,428935,Fkh1
8,429246,429268,Fkh1
8,429471,429490,Fkh1
8,431130,431152,Fkh1
8,433644,433663,Fkh1
8,435169,435188,Fkh1
8,435311,435333,Fkh1
8,445608,445630,Fkh1
8,447781,447800,Fkh1
8,448131,448153,Fkh1
8,448134,448156,Fkh1
8,448167,448186,Fkh1
8,448872,448891,Fkh1
8,456486,456508,Fkh1
8,457758,457777,Fkh1
8,458293,458315,Fkh1
8,459390,459409,Fkh1
8,459927,459949,Fkh1
8,460830,460849,Fkh1
8,464204,464226,Fkh1
8,466102,466121,Fkh1
8,467762,467784,Fkh1
8,468088,468107,Fkh1
8,468119,468138,Fkh1
8,468423,468442,Fkh1
8,472027,472049,Fkh1
8,474817,474836,Fkh1
8,475541,475563,Fkh1
8,476235,476257,Fkh1
8,476304,476326,Fkh1
8,480226,480245,Fkh1
8,480712,480731,Fkh1
8,481147,481166,Fkh1
8,487981,488003,Fkh1
8,492259,492278,Fkh1
8,497349,497368,Fkh1
8,498902,498921,Fkh1
8,499024,499043,Fkh1
8,501653,501675,Fkh1
8,502444,502466,Fkh1
8,502967,502986,Fkh1
8,503245,503264,Fkh1
8,506887,506909,Fkh1
8,510039,510061,Fkh1
8,510087,510109,Fkh1
8,511569,511588,Fkh1
8,511599,511621,Fkh1
8,512672,512691,Fkh1
8,513273,513295,Fkh1
8,513729,513751,Fkh1
8,514452,514474,Fkh1
8,519333,519352,Fkh1
8,520412,520434,Fkh1
8,520953,520972,Fkh1
8,524269,524291,Fkh1
8,524661,524683,Fkh1
8,525082,525104,Fkh1
8,525168,525187,Fkh1
8,526346,526368,Fkh1
8,527825,527847,Fkh1
8,527930,527952,Fkh1
8,531098,531117,Fkh1
8,533582,533604,Fkh1
8,534876,534898,Fkh1
8,536283,536302,Fkh1
8,537224,537246,Fkh1
8,537571,537593,Fkh1
8,537670,537689,Fkh1
8,539553,539575,Fkh1
8,539708,539730,Fkh1
8,540618,540640,Fkh1
8,541275,541297,Fkh1
8,541624,541646,Fkh1
8,542281,542300,Fkh1
8,549642,549661,Fkh1
8,551280,551302,Fkh1
8,552048,552070,Fkh1
8,552445,552467,Fkh1
8,556069,556088,Fkh1
8,556558,556577,Fkh1
8,557737,557756,Fkh1
8,562229,562248,Fkh1
9,286,305,Fkh1
9,6214,6233,Fkh1
9,7306,7325,Fkh1
9,11915,11934,Fkh1
9,16012,16034,Fkh1
9,17404,17426,Fkh1
9,18935,18954,Fkh1
9,19438,19460,Fkh1
9,19795,19817,Fkh1
9,20220,20242,Fkh1
9,24133,24152,Fkh1
9,24719,24738,Fkh1
9,26170,26192,Fkh1
9,27192,27214,Fkh1
9,27317,27336,Fkh1
9,28520,28539,Fkh1
9,28958,28980,Fkh1
9,30832,30854,Fkh1
9,30975,30997,Fkh1
9,31578,31597,Fkh1
9,35721,35743,Fkh1
9,37341,37363,Fkh1
9,37591,37613,Fkh1
9,39656,39678,Fkh1
9,40088,40107,Fkh1
9,40799,40821,Fkh1
9,41263,41282,Fkh1
9,41476,41498,Fkh1
9,42507,42526,Fkh1
9,42864,42886,Fkh1
9,44998,45017,Fkh1
9,45461,45483,Fkh1
9,45743,45762,Fkh1
9,46768,46787,Fkh1
9,47296,47318,Fkh1
9,49268,49287,Fkh1
9,55343,55365,Fkh1
9,56499,56518,Fkh1
9,56586,56608,Fkh1
9,56661,56683,Fkh1
9,64311,64333,Fkh1
9,64339,64358,Fkh1
9,68646,68668,Fkh1
9,68652,68674,Fkh1
9,71791,71813,Fkh1
9,73992,74011,Fkh1
9,74812,74834,Fkh1
9,75151,75173,Fkh1
9,75187,75209,Fkh1
9,75768,75787,Fkh1
9,77897,77916,Fkh1
9,81133,81155,Fkh1
9,81672,81694,Fkh1
9,85723,85745,Fkh1
9,89778,89797,Fkh1
9,94409,94431,Fkh1
9,96023,96045,Fkh1
9,96628,96650,Fkh1
9,98324,98343,Fkh1
9,100806,100828,Fkh1
9,100809,100831,Fkh1
9,101630,101652,Fkh1
9,102372,102391,Fkh1
9,102394,102413,Fkh1
9,103781,103803,Fkh1
9,105309,105331,Fkh1
9,105965,105984,Fkh1
9,108526,108545,Fkh1
9,113272,113294,Fkh1
9,115358,115380,Fkh1
9,117514,117533,Fkh1
9,119245,119267,Fkh1
9,122629,122651,Fkh1
9,123862,123884,Fkh1
9,127215,127234,Fkh1
9,127356,127375,Fkh1
9,133217,133236,Fkh1
9,133699,133718,Fkh1
9,136266,136285,Fkh1
9,142091,142110,Fkh1
9,143541,143563,Fkh1
9,153506,153528,Fkh1
9,155239,155261,Fkh1
9,158327,158349,Fkh1
9,159896,159918,Fkh1
9,163121,163140,Fkh1
9,163506,163528,Fkh1
9,163842,163861,Fkh1
9,166096,166118,Fkh1
9,167699,167721,Fkh1
9,169228,169250,Fkh1
9,171651,171673,Fkh1
9,175514,175536,Fkh1
9,178348,178370,Fkh1
9,180066,180088,Fkh1
9,182975,182997,Fkh1
9,185122,185144,Fkh1
9,186139,186161,Fkh1
9,188300,188322,Fkh1
9,190698,190720,Fkh1
9,190923,190945,Fkh1
9,190990,191009,Fkh1
9,191804,191826,Fkh1
9,192012,192034,Fkh1
9,194000,194022,Fkh1
9,195878,195900,Fkh1
9,195880,195899,Fkh1
9,200360,200379,Fkh1
9,201366,201388,Fkh1
9,202636,202658,Fkh1
9,207938,207957,Fkh1
9,209612,209631,Fkh1
9,211034,211056,Fkh1
9,219187,219206,Fkh1
9,223042,223061,Fkh1
9,227340,227362,Fkh1
9,229075,229097,Fkh1
9,234981,235003,Fkh1
9,234984,235006,Fkh1
9,239104,239126,Fkh1
9,239646,239668,Fkh1
9,242358,242377,Fkh1
9,242969,242991,Fkh1
9,243779,243798,Fkh1
9,247953,247972,Fkh1
9,248335,248357,Fkh1
9,250166,250188,Fkh1
9,250554,250576,Fkh1
9,250965,250987,Fkh1
9,254476,254498,Fkh1
9,255076,255098,Fkh1
9,258721,258740,Fkh1
9,258924,258946,Fkh1
9,262691,262713,Fkh1
9,265602,265624,Fkh1
9,266021,266040,Fkh1
9,266624,266646,Fkh1
9,273348,273370,Fkh1
9,279353,279372,Fkh1
9,282767,282789,Fkh1
9,282804,282826,Fkh1
9,282806,282825,Fkh1
9,284494,284513,Fkh1
9,284559,284578,Fkh1
9,284752,284774,Fkh1
9,284764,284786,Fkh1
9,286984,287003,Fkh1
9,289515,289537,Fkh1
9,290850,290872,Fkh1
9,291920,291942,Fkh1
9,293799,293821,Fkh1
9,294266,294288,Fkh1
9,294471,294493,Fkh1
9,296883,296902,Fkh1
9,297478,297497,Fkh1
9,301106,301128,Fkh1
9,302337,302356,Fkh1
9,303736,303755,Fkh1
9,304680,304702,Fkh1
9,307384,307406,Fkh1
9,307977,307996,Fkh1
9,311973,311992,Fkh1
9,312474,312493,Fkh1
9,313722,313744,Fkh1
9,317586,317608,Fkh1
9,317588,317607,Fkh1
9,320755,320777,Fkh1
9,324810,324832,Fkh1
9,330452,330471,Fkh1
9,331256,331278,Fkh1
9,335303,335322,Fkh1
9,336206,336225,Fkh1
9,338050,338069,Fkh1
9,338382,338401,Fkh1
9,342579,342598,Fkh1
9,344465,344487,Fkh1
9,344864,344886,Fkh1
9,346677,346699,Fkh1
9,356576,356598,Fkh1
9,364868,364887,Fkh1
9,367253,367275,Fkh1
9,367957,367976,Fkh1
9,368341,368363,Fkh1
9,370952,370971,Fkh1
9,371871,371890,Fkh1
9,372099,372118,Fkh1
9,374911,374933,Fkh1
9,375299,375318,Fkh1
9,376036,376058,Fkh1
9,377006,377028,Fkh1
9,383092,383114,Fkh1
9,387328,387347,Fkh1
9,389244,389266,Fkh1
9,392820,392842,Fkh1
9,393906,393925,Fkh1
9,394252,394271,Fkh1
9,394643,394665,Fkh1
9,398499,398521,Fkh1
9,398772,398791,Fkh1
9,399983,400005,Fkh1
9,399986,400008,Fkh1
9,406819,406841,Fkh1
9,408197,408219,Fkh1
9,408446,408465,Fkh1
9,411960,411979,Fkh1
9,411977,411999,Fkh1
9,412623,412645,Fkh1
9,421689,421708,Fkh1
9,422478,422497,Fkh1
9,423150,423172,Fkh1
9,423787,423809,Fkh1
9,424832,424854,Fkh1
9,425208,425227,Fkh1
9,428633,428655,Fkh1
9,431744,431766,Fkh1
9,432072,432094,Fkh1
9,435309,435328,Fkh1
9,437456,437475,Fkh1
9,438048,438070,Fkh1
9,438556,438575,Fkh1
10,269,288,Fkh1
10,6197,6216,Fkh1
10,7289,7308,Fkh1
10,11898,11917,Fkh1
10,15995,16017,Fkh1
10,17387,17409,Fkh1
10,18917,18936,Fkh1
10,19420,19442,Fkh1
10,21290,21312,Fkh1
10,23760,23782,Fkh1
10,26453,26475,Fkh1
10,29032,29051,Fkh1
10,30874,30893,Fkh1
10,34230,34252,Fkh1
10,38441,38463,Fkh1
10,39889,39911,Fkh1
10,41475,41497,Fkh1
10,45115,45137,Fkh1
10,50320,50342,Fkh1
10,51843,51865,Fkh1
10,58184,58206,Fkh1
10,60048,60067,Fkh1
10,62035,62054,Fkh1
10,62871,62893,Fkh1
10,63081,63103,Fkh1
10,66379,66398,Fkh1
10,69044,69066,Fkh1
10,70658,70680,Fkh1
10,70901,70920,Fkh1
10,72205,72224,Fkh1
10,72737,72756,Fkh1
10,79279,79298,Fkh1
10,79757,79779,Fkh1
10,84025,84047,Fkh1
10,84191,84213,Fkh1
10,85379,85398,Fkh1
10,87496,87515,Fkh1
10,89460,89479,Fkh1
10,92009,92031,Fkh1
10,92043,92065,Fkh1
10,94863,94882,Fkh1
10,95005,95027,Fkh1
10,98250,98269,Fkh1
10,98434,98456,Fkh1
10,98757,98776,Fkh1
10,98892,98914,Fkh1
10,99421,99440,Fkh1
10,104977,104999,Fkh1
10,105835,105857,Fkh1
10,106338,106357,Fkh1
10,107179,107198,Fkh1
10,108449,108468,Fkh1
10,108781,108803,Fkh1
10,111706,111725,Fkh1
10,112747,112769,Fkh1
10,113068,113090,Fkh1
10,113522,113544,Fkh1
10,114900,114922,Fkh1
10,126633,126652,Fkh1
10,126680,126702,Fkh1
10,126971,126993,Fkh1
10,128777,128796,Fkh1
10,129782,129804,Fkh1
10,130936,130955,Fkh1
10,131823,131845,Fkh1
10,133905,133927,Fkh1
10,137344,137363,Fkh1
10,139533,139552,Fkh1
10,140525,140544,Fkh1
10,140555,140577,Fkh1
10,140948,140970,Fkh1
10,148268,148290,Fkh1
10,148296,148318,Fkh1
10,151763,151785,Fkh1
10,156252,156271,Fkh1
10,158023,158045,Fkh1
10,158100,158119,Fkh1
10,158469,158488,Fkh1
10,160225,160247,Fkh1
10,164268,164287,Fkh1
10,165568,165587,Fkh1
10,166216,166235,Fkh1
10,167302,167321,Fkh1
10,168844,168866,Fkh1
10,177429,177451,Fkh1
10,178046,178068,Fkh1
10,179546,179568,Fkh1
10,182435,182457,Fkh1
10,186412,186434,Fkh1
10,186587,186609,Fkh1
10,186664,186683,Fkh1
10,186800,186822,Fkh1
10,186802,186821,Fkh1
10,188351,188373,Fkh1
10,190630,190652,Fkh1
10,191095,191114,Fkh1
10,191538,191560,Fkh1
10,191597,191616,Fkh1
10,196011,196033,Fkh1
10,197471,197493,Fkh1
10,198235,198254,Fkh1
10,199046,199068,Fkh1
10,199295,199317,Fkh1
10,200330,200352,Fkh1
10,201599,201621,Fkh1
10,202342,202361,Fkh1
10,205209,205228,Fkh1
10,207554,207573,Fkh1
10,214484,214506,Fkh1
10,216666,216685,Fkh1
10,219819,219841,Fkh1
10,222983,223002,Fkh1
10,224035,224057,Fkh1
10,225979,226001,Fkh1
10,226857,226879,Fkh1
10,227285,227307,Fkh1
10,231334,231353,Fkh1
10,231784,231803,Fkh1
10,232345,232364,Fkh1
10,232409,232428,Fkh1
10,233501,233523,Fkh1
10,235058,235080,Fkh1
10,238956,238978,Fkh1
10,239413,239435,Fkh1
10,239969,239991,Fkh1
10,245892,245911,Fkh1
10,248103,248125,Fkh1
10,250231,250250,Fkh1
10,257490,257509,Fkh1
10,260513,260532,Fkh1
10,265757,265776,Fkh1
10,270158,270180,Fkh1
10,270951,270970,Fkh1
10,271260,271282,Fkh1
10,273731,273753,Fkh1
10,278308,278330,Fkh1
10,282668,282690,Fkh1
10,285134,285153,Fkh1
10,290103,290125,Fkh1
10,290253,290275,Fkh1
10,291616,291638,Fkh1
10,295464,295483,Fkh1
10,295754,295776,Fkh1
10,299428,299450,Fkh1
10,299493,299512,Fkh1
10,299857,299876,Fkh1
10,300747,300769,Fkh1
10,301709,301731,Fkh1
10,305759,305781,Fkh1
10,305921,305940,Fkh1
10,311331,311353,Fkh1
10,316232,316254,Fkh1
10,317127,317146,Fkh1
10,317223,317242,Fkh1
10,319111,319133,Fkh1
10,322888,322910,Fkh1
10,323251,323273,Fkh1
10,325000,325022,Fkh1
10,326188,326210,Fkh1
10,329918,329940,Fkh1
10,330239,330258,Fkh1
10,330324,330343,Fkh1
10,332264,332286,Fkh1
10,332456,332478,Fkh1
10,335296,335318,Fkh1
10,335321,335343,Fkh1
10,335649,335668,Fkh1
10,336548,336567,Fkh1
10,337430,337452,Fkh1
10,341185,341207,Fkh1
10,341291,341313,Fkh1
10,341831,341853,Fkh1
10,342005,342027,Fkh1
10,342727,342749,Fkh1
10,344092,344111,Fkh1
10,344175,344197,Fkh1
10,345514,345533,Fkh1
10,345777,345796,Fkh1
10,350523,350545,Fkh1
10,351707,351729,Fkh1
10,352369,352388,Fkh1
10,353635,353654,Fkh1
10,356036,356058,Fkh1
10,357548,357570,Fkh1
10,358229,358251,Fkh1
10,359098,359117,Fkh1
10,360128,360147,Fkh1
10,361004,361023,Fkh1
10,362426,362448,Fkh1
10,362622,362644,Fkh1
10,365910,365932,Fkh1
10,365915,365937,Fkh1
10,366219,366241,Fkh1
10,367961,367983,Fkh1
10,368245,368264,Fkh1
10,373924,373943,Fkh1
10,374716,374735,Fkh1
10,375722,375744,Fkh1
10,375814,375836,Fkh1
10,376259,376281,Fkh1
10,377346,377368,Fkh1
10,378554,378573,Fkh1
10,378807,378829,Fkh1
10,378977,378996,Fkh1
10,380672,380694,Fkh1
10,381510,381532,Fkh1
10,382042,382061,Fkh1
10,382219,382241,Fkh1
10,387528,387547,Fkh1
10,387897,387916,Fkh1
10,390979,391001,Fkh1
10,391217,391239,Fkh1
10,391885,391904,Fkh1
10,393535,393557,Fkh1
10,394637,394659,Fkh1
10,396301,396320,Fkh1
10,400574,400596,Fkh1
10,401309,401328,Fkh1
10,404533,404555,Fkh1
10,406658,406680,Fkh1
10,409437,409456,Fkh1
10,409931,409953,Fkh1
10,410980,411002,Fkh1
10,411075,411094,Fkh1
10,414556,414575,Fkh1
10,415411,415433,Fkh1
10,424655,424674,Fkh1
10,428524,428543,Fkh1
10,429732,429751,Fkh1
10,429834,429856,Fkh1
10,431857,431879,Fkh1
10,438808,438830,Fkh1
10,440488,440507,Fkh1
10,443990,444009,Fkh1
10,450324,450343,Fkh1
10,456588,456607,Fkh1
10,457474,457496,Fkh1
10,458125,458144,Fkh1
10,458887,458906,Fkh1
10,463029,463051,Fkh1
10,463658,463677,Fkh1
10,463807,463829,Fkh1
10,464544,464563,Fkh1
10,466220,466239,Fkh1
10,467034,467056,Fkh1
10,467037,467059,Fkh1
10,472339,472361,Fkh1
10,485753,485772,Fkh1
10,489599,489621,Fkh1
10,490400,490419,Fkh1
10,490624,490643,Fkh1
10,490930,490949,Fkh1
10,492334,492353,Fkh1
10,495285,495307,Fkh1
10,495747,495769,Fkh1
10,496471,496490,Fkh1
10,501310,501332,Fkh1
10,501628,501647,Fkh1
10,504677,504699,Fkh1
10,508092,508114,Fkh1
10,513855,513877,Fkh1
10,515201,515223,Fkh1
10,523838,523860,Fkh1
10,527123,527145,Fkh1
10,527845,527867,Fkh1
10,528390,528412,Fkh1
10,532539,532558,Fkh1
10,533605,533627,Fkh1
10,533888,533907,Fkh1
10,536593,536612,Fkh1
10,536771,536790,Fkh1
10,539337,539359,Fkh1
10,553341,553363,Fkh1
10,555919,555941,Fkh1
10,556271,556293,Fkh1
10,557406,557425,Fkh1
10,561605,561627,Fkh1
10,564067,564086,Fkh1
10,564346,564365,Fkh1
10,566299,566321,Fkh1
10,566630,566652,Fkh1
10,566850,566869,Fkh1
10,567071,567093,Fkh1
10,567193,567215,Fkh1
10,567702,567724,Fkh1
10,569298,569320,Fkh1
10,573765,573784,Fkh1
10,576707,576726,Fkh1
10,577158,577177,Fkh1
10,580412,580431,Fkh1
10,581043,581065,Fkh1
10,581643,581662,Fkh1
10,582006,582028,Fkh1
10,582339,582361,Fkh1
10,584830,584852,Fkh1
10,587146,587165,Fkh1
10,587691,587710,Fkh1
10,590794,590813,Fkh1
10,590950,590972,Fkh1
10,590953,590975,Fkh1
